Recording	Participant	Timeline	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	105	31298	31348	50						1.33	223.31	336.49	11.3			0.31134	0.37315	0.72166	0.36359
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	92	31348	31498	150			0.72166	0.36359	2.9679										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	106	31498	31531	33						336.07	48.63	66.8	1.77			0.72166	0.36359	0.78628	0.39226
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	93	31531	31848	316			0.78628	0.39226	2.96622										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	107	31848	31864	17						131.75	41.38	41.38	1.04			0.78628	0.39226	0.75464	0.35682
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	94	31864	32014	150			0.75464	0.35682	2.98805										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	108	32014	32031	17						186.34	713.78	713.78	12.28			0.75464	0.35682	0.30729	0.40651
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	95	32031	32281	250			0.30729	0.40651	3.01091										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	109	32281	32297	17						73.69	35.86	35.86	0.71			0.30729	0.40651	0.319	0.3665
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	96	32297	32464	167			0.319	0.3665	2.97425										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	110	32464	32481	17							643.49	643.49				0.319	0.3665		
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	111	32514	32531	17							33.73	33.73						0.76589	0.35766
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	97	32531	32847	316			0.76589	0.35766	2.99295										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	112	32847	32864	17						159.02	288.18	288.18	5.26			0.76589	0.35766	0.57719	0.28529
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	98	32864	32997	133			0.57719	0.28529	3.00996										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	113	32997	33047	50						359.37	128.66	163.97	6.77			0.57719	0.28529	0.82944	0.28808
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	99	33047	33247	200			0.82944	0.28808	3.10416										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	114	33247	33297	50						187.17	283.86	461.51	14.15			0.82944	0.28808	0.30998	0.35342
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	100	33297	33563	266			0.30998	0.35342	3.07551										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	115	33563	33597	33						51.92	46.82	53.52	1.63			0.30998	0.35342	0.35783	0.29235
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Partial	101	33597	33846	250			0.35783	0.29235	3.04503										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	116	33930	34030	100							183.75	359.99							
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	117	34046	34063	17							275.42	275.42						0.78719	0.26374
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	102	34063	34146	83			0.78719	0.26374	2.95926										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	118	34146	34163	17						342.24	64.44	64.44	1.44			0.78719	0.26374	0.84149	0.28112
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	103	34163	34313	150			0.84149	0.28112	3.04904										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	119	34313	34329	17							641.88	641.88				0.84149	0.28112		
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	120	34363	34396	33							30.05	30.05						0.3239	0.37624
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	104	34396	34846	450			0.3239	0.37624	3.07078										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	121	34846	34879	33						1.79	373.59	702.77	12.85			0.3239	0.37624	0.79443	0.36155
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	105	34879	35329	450			0.79443	0.36155	3.0619										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	122	35329	35345	17						53.39	93.14	93.14	1.52			0.79443	0.36155	0.84273	0.29654
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	106	35345	35479	133			0.84273	0.29654	3.17209										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	123	35479	35529	50						189.25	256.74	482.07	13.75			0.84273	0.29654	0.33723	0.37888
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	107	35529	35862	333			0.33723	0.37888	3.11677										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	124	35862	35912	50						4.26	204.08	335.61	10.61			0.33723	0.37888	0.72017	0.35034
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	108	35912	36045	133			0.72017	0.35034	3.04485										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	125	36045	36061	17						335.95	44.65	44.65	1.1			0.72017	0.35034	0.7597	0.36798
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	109	36061	36211	150			0.7597	0.36798	3.04873										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	126	36211	36228	17						341.57	68.81	68.81	1.25			0.7597	0.36798	0.80793	0.38406
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	110	36228	36445	217			0.80793	0.38406	3.07506										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	127	36445	36461	17						70.28	93.99	93.99	1.82			0.80793	0.38406	0.84696	0.27518
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	111	36461	36678	217			0.84696	0.27518	3.11613										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	128	36678	36728	50						182.85	255.87	403.55	13.37			0.84696	0.27518	0.35231	0.29977
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	112	36728	37227	500			0.35231	0.29977	3.09609										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	129	37227	37261	33						358.81	351.02	624.69	12.06			0.35231	0.29977	0.79641	0.30899
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	113	37261	37411	150			0.79641	0.30899	3.10329										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	130	37411	37427	17						13.25	82.03	82.03	1.61			0.79641	0.30899	0.86007	0.294
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	114	37427	37610	183			0.86007	0.294	3.14008										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	131	37610	37627	17						124.56	32	32	0.5			0.86007	0.294	0.84646	0.27425
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	115	37627	38010	383			0.84646	0.27425	3.13333										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	132	38010	38027	17							576.57	576.57				0.84646	0.27425		
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	133	38043	38077	33							72.94	88.16						0.38465	0.27701
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	116	38077	38210	133			0.38465	0.27701	3.12356										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	134	38210	38227	17						168.87	40.63	40.63	0.94			0.38465	0.27701	0.35218	0.27062
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	117	38227	38543	316			0.35218	0.27062	3.13702										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	135	38543	38560	17						252.06	76.5	76.5	1.71			0.35218	0.27062	0.32082	0.3675
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	118	38560	38810	250			0.32082	0.3675	3.12608										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	136	38810	38843	33						356.23	354.11	672.48	12.38			0.32082	0.3675	0.75912	0.39635
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	119	38843	39059	217			0.75912	0.39635	3.19159										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	137	39059	39093	33						344.52	35.4	40.67	1.29			0.75912	0.39635	0.78905	0.40464
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	120	39093	39209	117			0.78905	0.40464	3.10148										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	138	39209	39226	17						173.04	684.92	684.92	11.58			0.78905	0.40464	0.35501	0.35164
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	121	39226	39509	283			0.35501	0.35164	3.09079										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	139	39509	39526	17						194.65	53.04	53.04	0.96			0.35501	0.35164	0.31531	0.36202
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	122	39526	39676	150			0.31531	0.36202	3.06654										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	140	39676	39692	17						194.35	63.61	63.61	1.77			0.31531	0.36202	0.27038	0.37351
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	123	39692	40308	616			0.27038	0.37351	3.05662										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	141	40308	40375	67						6.68	166.99	374.87	10.97			0.27038	0.37351	0.68067	0.3255
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	124	40375	40608	233			0.68067	0.3255	3.0705										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	142	40608	40625	17						170.17	90.91	90.91	1.82			0.68067	0.3255	0.61341	0.31384
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	125	40625	41041	416			0.61341	0.31384	3.03774										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	143	41041	41091	50						192.47	221.33	387.16	11.22			0.61341	0.31384	0.21138	0.40276
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	126	41091	41441	350			0.21138	0.40276	3.03542										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	144	41441	41458	17						347.96	55.71	55.71	1.36			0.21138	0.40276	0.25995	0.41312
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	127	41458	41824	366			0.25995	0.41312	2.98955										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	145	41824	41874	50						8.81	235.39	373.58	11.89			0.25995	0.41312	0.68247	0.34764
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	128	41874	42041	167			0.68247	0.34764	2.96848										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	146	42041	42057	17						317.3	87.2	87.2	1.59			0.68247	0.34764	0.73264	0.39394
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	129	42057	42557	500			0.73264	0.39394	3.04501										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	147	42557	42590	33						194.16	48.34	57.96	1.85			0.73264	0.39394	0.66609	0.41073
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	130	42590	42740	150			0.66609	0.41073	3.06498										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	148	42740	42790	50						187.37	252.95	516.63	12.75			0.66609	0.41073	0.2091	0.46981
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	131	42790	42957	167			0.2091	0.46981	3.00148										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	149	42957	42990	33						159.43	46.07	59.39	1.53			0.2091	0.46981	0.15385	0.44907
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	132	42990	43273	283			0.15385	0.44907	2.97578										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	150	43273	43290	17						72.16	33.38	33.38	0.79			0.15385	0.44907	0.16799	0.40513
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	133	43290	43839	550			0.16799	0.40513	2.95445										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	151	43839	43856	17						346.84	51.56	51.56	1.38			0.16799	0.40513	0.21853	0.41695
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Partial	134	43856	44489	633			0.21853	0.41695	2.99091										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	152	44622	44655	33							163.77	166.98							
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	153	44672	44689	17							62.49	62.49						0.28355	0.42345
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	135	44689	44939	250			0.28355	0.42345	3.05709										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	154	44939	44955	17						241.48	133.88	133.88	2.23			0.28355	0.42345	0.22816	0.52538
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	136	44955	45238	283			0.22816	0.52538	3.06631										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	155	45238	45272	33						0.84	267.75	463.01	9.45			0.22816	0.52538	0.56749	0.52039
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	137	45272	45471	200			0.56749	0.52039	3.05549										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	156	45471	45521	50						166.19	185.44	336.08	9.78			0.56749	0.52039	0.23425	0.43845
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	138	45521	45705	183			0.23425	0.43845	3.03189										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	157	45705	45738	33						1.95	353.55	658.57	12.28			0.23425	0.43845	0.67425	0.42343
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	139	45738	46004	266			0.67425	0.42343	2.97926										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	158	46004	46021	17						188.33	34.1	34.1	1.32			0.67425	0.42343	0.63176	0.42965
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	140	46021	46188	167			0.63176	0.42965	2.98636										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	159	46188	46221	33						158.75	64.1	92.76	2.47			0.63176	0.42965	0.5452	0.39599
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	141	46221	46604	383			0.5452	0.39599	2.96106										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	160	46604	46654	50						191.74	241.49	524.3	12.38			0.5452	0.39599	0.09841	0.48888
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	142	46654	46870	217			0.09841	0.48888	2.95153										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	161	46870	46887	17						104.8	94.58	94.58	1.81			0.09841	0.48888	0.06946	0.37928
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	143	46887	47054	167			0.06946	0.37928	2.99186										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	162	47054	47104	50						3.4	262.65	458.44	13.54			0.06946	0.37928	0.55727	0.3503
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	144	47104	47503	400			0.55727	0.3503	3.03507										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	163	47503	47520	17						27.78	76.63	76.63	1.28			0.55727	0.3503	0.60433	0.3255
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	145	47520	47670	150			0.60433	0.3255	3.1026										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	164	47670	47687	17						140.6	82.16	82.16	1.51			0.60433	0.3255	0.55471	0.28475
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	146	47687	47836	150			0.55471	0.28475	3.12375										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	165	47836	47886	50						191.61	256.13	630.44	12.95			0.55471	0.28475	0.08275	0.38172
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	147	47886	48236	350			0.08275	0.38172	3.07569										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	166	48236	48253	17						261.69	175.47	175.47	3.23			0.08275	0.38172	0.05217	0.59121
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Partial	148	48253	48636	383			0.05217	0.59121	3.10074										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	167	48653	48686	33							30.87	30.87						0.56981	0.54579
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	149	48686	48836	150			0.56981	0.54579	3.14729										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	168	48836	48852	17						232.38	72.38	72.38	1.37			0.56981	0.54579	0.54158	0.58243
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	150	48852	49052	200			0.54158	0.58243	3.13399										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	169	49052	49102	50						181.73	135.26	279.41	7.48			0.54158	0.58243	0.28993	0.59003
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	151	49102	49435	333			0.28993	0.59003	3.07934										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	170	49435	49452	17						191.59	89.79	89.79	1.51			0.28993	0.59003	0.21008	0.60641
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	152	49452	49702	250			0.21008	0.60641	3.06862										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	171	49702	49718	17						168.32	89.58	89.58	1.52			0.21008	0.60641	0.14202	0.59235
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	153	49718	49868	150			0.14202	0.59235	3.05356										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	172	49868	49935	67							123.91	339.37				0.14202	0.59235		
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	173	49968	49985	17							41.34	41.34							
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	174	50035	50085	50							85.64	93.95						0.59084	0.60491
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	154	50085	50368	283			0.59084	0.60491	3.06963										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	175	50368	50385	17						300.98	46.67	46.67	0.82			0.59084	0.60491	0.61559	0.64614
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	155	50385	50568	183			0.61559	0.64614	3.02755										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	176	50568	50585	17						180.5	552.37	552.37	9.55			0.61559	0.64614	0.26085	0.64925
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	156	50585	50751	167			0.26085	0.64925	3.00454										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	177	50751	50801	50						2.3	197.68	401.65	10.16			0.26085	0.64925	0.60335	0.63549
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	157	50801	50968	167			0.60335	0.63549	2.96287										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	178	50968	51018	50						184.01	186.79	232.01	9.69			0.60335	0.63549	0.26885	0.65894
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	158	51018	51234	217			0.26885	0.65894	2.94163										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	179	51234	51251	17						5.15	104.91	104.91	1.72			0.26885	0.65894	0.34944	0.65168
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	159	51251	51467	217			0.34944	0.65168	2.99236										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	180	51467	51484	17						160.34	49.55	49.55	1.22			0.34944	0.65168	0.31464	0.63925
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	160	51484	51767	283			0.31464	0.63925	2.9535										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	181	51767	51784	17							49.37	49.37				0.31464	0.63925		
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	182	51800	51817	17							41	41						0.28704	0.52917
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	161	51817	52233	416			0.28704	0.52917	2.9767										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	183	52233	52267	33						351.36	341.73	648.07	12.25			0.28704	0.52917	0.71696	0.59452
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	162	52267	52516	250			0.71696	0.59452	3.11252										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	184	52516	52533	17						350.97	274.46	274.46	4.78			0.71696	0.59452	0.91641	0.62623
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	163	52533	52733	200			0.91641	0.62623	3.09018										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	185	52733	52750	17						298.42	76.21	76.21	1.16			0.91641	0.62623	0.94829	0.68514
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	164	52750	52999	250			0.94829	0.68514	3.07308										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	186	52999	53016	17						205.12	43.71	43.71	0.82			0.94829	0.68514	0.91355	0.70142
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	165	53016	53299	283			0.91355	0.70142	3.03825										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	187	53299	53349	50						85.62	77.24	122.02	3.92			0.91355	0.70142	0.93283	0.44954
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	166	53349	54032	683			0.93283	0.44954	2.99203										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	188	54032	54082	50						193.59	282.93	524.06	14.64			0.93283	0.44954	0.41137	0.57561
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	167	54082	54365	283			0.41137	0.57561	3.05337										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	189	54365	54398	33						197.81	49.39	68.37	1.86			0.41137	0.57561	0.34897	0.59566
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	168	54398	54598	200			0.34897	0.59566	2.99968										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	190	54598	54615	17						207.79	60.16	60.16	1.45			0.34897	0.59566	0.30042	0.62125
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	169	54615	54832	217			0.30042	0.62125	2.93801										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	191	54832	54848	17						12.63	94.87	94.87	1.76			0.30042	0.62125	0.35957	0.608
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	170	54848	55098	250			0.35957	0.608	2.93187										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	192	55098	55131	33						8.08	141.26	213.19	5.06			0.35957	0.608	0.53748	0.58275
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	171	55131	55431	300			0.53748	0.58275	2.94102										
Recording1	M	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	193	55431	55464	33						83.63	95.27	137.75	3.61			0.53748	0.58275	0.5632	0.35258
Recording1	M	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	172	55464	55781	316			0.5632	0.35258	2.93096										
